	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
COX20P1	2.876565012	0.167724052	0.352537679	0.475762058	0.634243904	1
CFL1P4	3.272779273	-0.225796362	0.406868812	-0.554961097	0.57892127	1
DENND1B	243.4117344	-0.622198359	0.179088949	-3.474242065	0.000512299	1
C1orf220	9.941013668	-0.600861375	0.240845053	-2.494804717	0.012602647	1
0.474	10.38386328	-0.782817641	0.855232078	-0.915327735	0.360019603	1
0.476	5.45526364	0.055205527	0.326308381	0.169182071	0.865653432	1
SFT2D2	548.0034424	0.007539548	0.104889473	0.071880881	0.942696705	1
CEP43	93.29873501	0.282253194	0.144529739	1.952907381	0.050830571	1
LPAL2	8.196315851	0.999814706	0.364050857	2.746359986	0.00602606	1
CHP1P2	12.30441417	0.163747625	0.197565675	0.828826285	0.407202712	1
SCAF8	385.6216958	0.051398385	0.09267879	0.554586274	0.57917768	1
0.482	7.062940384	0.220411181	0.213783349	1.03100256	0.302539619	1
PPP1R14BP2	1.423178205	0.945445161	0.552650753	1.710746175	0.08712798	1
CFAP45	4.33263385	0.881005524	0.386985209	2.276587073	0.022810896	1
ACKR1	127.9850558	0.292547667	0.44275161	0.660748962	0.508773318	1
ZNF254	128.2565971	0.182362417	0.187988672	0.970071307	0.33201095	1
DYNLT2B	5.722024149	0.12133365	0.345539303	0.351142834	0.725481194	1
CRYGS	11.28757217	-0.230233632	0.227798001	-1.010692061	0.312163838	1
0.487	1.882119116	0.364666844	0.602989786	0.604764545	0.545335455	1
CRIP1	29.87170035	-0.810981439	0.269641448	-3.007629002	0.002632944	1
CNN2P9	1.675590109	-0.24315213	0.421214051	-0.577265004	0.563760451	1
KLHL23	268.6702191	0.584804846	0.26138766	2.237308548	0.025266181	1
LINGO4	2.169024425	-0.685802446	0.461187995	-1.48703447	0.137005707	1
RPL22P1	8.476026452	0.036781354	0.197851194	0.185904128	0.852519945	1
FAM24B	11.18745413	-0.26082974	0.244450771	-1.067003139	0.285970418	1
BTF3L4P2	3.790469285	0.375224426	0.275356275	1.362687036	0.172981165	1
MLLT11	43.79013833	0.088685757	0.275693566	0.321682361	0.747693342	1
ASIC3	8.775433444	0.196766637	0.386118465	0.509601728	0.610330513	1
GIMAP1	62.72447791	-0.637074876	0.230059471	-2.769174736	0.005619849	1
0.495	2.91785103	-0.452313539	0.412486876	-1.09655256	0.272837035	1
NCLP1	2.12785685	0.746479796	0.457150924	1.63289574	0.102490926	1
CCDC183	29.51458532	-0.133134756	0.254099522	-0.523947292	0.6003152	1
ARHGEF35	17.70054017	-0.205049388	0.246590729	-0.831537297	0.405670168	1
TOMM40P4	6.318089381	1.335483232	0.3630161	3.678854002	0.000234284	1
NOC2LP1	14.39112658	-0.9005241	0.46216885	-1.948474242	0.051358244	1
EEF1A1P16	3.602942094	-0.178471302	0.316475784	-0.563933517	0.572799379	1
YWHAZP2	2.840081478	0.066728263	0.358766241	0.185993706	0.852449697	1
SUPT4H1	45.00791999	-0.060139386	0.183549061	-0.327647474	0.743178223	1
EEF1B2P6	4.181864276	-0.091120622	0.27110082	-0.336113414	0.736785343	1
0.503	1.202593209	1.350460073	0.642418376	2.10215044	0.0355401	1
NRAS	757.8116646	-0.066743448	0.135889224	-0.491160714	0.623312783	1
PGK1P2	3.459801708	0.303793351	0.31952464	0.950766586	0.341722878	1
0.507	10.34881327	0.327404115	0.246491146	1.32825913	0.184092516	1
HNRNPA3P6	7.814953354	0.533303885	0.210462257	2.533964492	0.011278016	1
0.512	1.126069791	0.145932873	0.566336708	0.257678641	0.796654931	1
LTC4S	16.63575227	-0.851887063	0.252595187	-3.37253878	0.000744786	1
RPS7P11	2.595312725	0.097783546	0.340306643	0.287339515	0.773852369	1
ANKRD39	41.77393216	0.388857591	0.138010219	2.817599986	0.004838405	1
QTRT1	456.9273625	0.147920943	0.150515502	0.98276218	0.325724499	1
CHUK	284.6966296	-0.048110876	0.119521014	-0.40253069	0.687293506	1
MXD3	62.43968088	-0.120982694	0.149825874	-0.807488661	0.419385005	1
GSTM2	104.9837072	-1.294715135	0.331572087	-3.904777226	9.43E-05	1
COG8	140.4571564	0.007369512	0.109495745	0.067304095	0.946339617	1
0.519	2.396150535	1.061597585	0.405880506	2.615542185	0.008908592	1
ARHGAP19	108.1546367	-0.145932829	0.119260088	-1.223651866	0.221083585	1
HAUS7	10.63773387	0.285531967	0.239258745	1.193402428	0.232711805	1
LCAT	49.47230477	-0.545526237	0.347181709	-1.5712989	0.116113237	1
ANXA2P1	14.29352504	0.056508301	0.227764418	0.248099774	0.804057211	1
GPC2	21.00662077	0.537919715	0.31566812	1.704067278	0.088368519	1
HSPD1P1	20.45535393	0.93262199	0.337267044	2.765233089	0.005688213	1
RPLP1P6	1.926251282	-0.60028681	0.413050281	-1.453302026	0.146139915	1
ATP6V0CP3	1.314513176	-0.988850684	0.582550132	-1.69745165	0.089611305	1
RPL18AP3	42.52766456	0.182439717	0.166330316	1.096851861	0.272706155	1
SIPA1	306.9744331	-0.119049997	0.156145196	-0.762431378	0.445802585	1
ERV3-1	83.92438124	0.965272051	0.285094284	3.385799377	0.000709712	1
SYNJ2BP	501.6311668	-0.518291324	0.140688871	-3.683953971	0.000229644	1
ARL2	113.1863154	0.050352341	0.17190343	0.292910622	0.76959047	1
FIRRE	7.724177453	2.743626824	0.683688754	4.012976384	6.00E-05	1
NT5C3AP1	10.2838855	0.084208928	0.196191877	0.429217201	0.667765166	1
ACTN4P1	3.199402124	0.120507954	0.348897145	0.345396791	0.72979609	1
IMPDH1P5	2.815386542	0.890254161	0.378133078	2.354340872	0.018555587	1
RBMXL1	145.7161246	-0.008923984	0.093496077	-0.095447682	0.923959244	1
SRA1	223.8459397	-0.020193949	0.120770304	-0.167209555	0.867205166	1
STIMATE	8.208226386	-0.274023609	0.196833954	-1.392156197	0.163875104	1
DNAJC9	112.6064614	0.422632236	0.141465397	2.987530842	0.002812409	1
RPLP0P6	147.3914206	0.140078023	0.133780234	1.047075631	0.295064698	1
0.538	1.732085626	-0.936161947	0.440305916	-2.126162546	0.033489728	1
C8orf82	309.1874537	-0.339224064	0.148259195	-2.288047385	0.022134762	1
GTF3C6P2	5.089835263	-0.035045175	0.241352457	-0.145203309	0.884550354	1
VDAC1	1873.30012	0.309788349	0.149821823	2.067711786	0.038667133	1
TMX2	566.4210192	-0.029859558	0.096905589	-0.308130402	0.757983108	1
0.542	5.597569258	0.281811199	0.257464315	1.094564111	0.273707646	1
RPL7AP50	2.19798199	0.236810943	0.388847436	0.60900734	0.542519574	1
RPL11P3	1.681982111	-0.269124509	0.497066095	-0.541426004	0.588213988	1
HEXA	215.8460338	-0.139153537	0.136631999	-1.018454956	0.308461797	1
NDUFS3	515.0821492	-0.379873019	0.112517427	-3.376126071	0.000735142	1
LEPROT	798.4797626	-0.263724317	0.112589644	-2.342349671	0.019162752	1
LBH	413.8696485	0.415803523	0.176018266	2.362274854	0.01816317	1
BOLA3P3	8.234420545	-0.44091853	0.366958001	-1.20155039	0.229537772	1
ADAT3	61.34696557	-0.082671648	0.242412981	-0.341036391	0.733076186	1
0.548	1.26712259	-0.699386781	0.491707429	-1.422363667	0.154920705	1
GPSM3	164.0190528	-0.300825119	0.189614758	-1.58650688	0.112624373	1
LAT	6.269061427	-0.816461427	0.272883776	-2.991974964	0.00277179	1
NCKIPSD	237.5898142	-0.078282149	0.101462872	-0.771534918	0.440389934	1
SLC25A5P3	2.206363256	-0.061788482	0.363477837	-0.169992433	0.865016088	1
ATF6B	1182.22373	0.096125345	0.112022603	0.858088833	0.390843413	1
0.553	1.79669889	0.661357293	0.423675219	1.561000651	0.118523597	1
LDHBP2	5.476651208	0.349415448	0.283602756	1.232059424	0.217926887	1
SEC14L1P1	4.464391604	0.284532445	0.283805634	1.002560944	0.316072748	1
S1PR3	107.5922236	0.85762233	0.321843951	2.664714774	0.007705365	1
SLC35F6	290.1790967	0.114790475	0.110634589	1.037564076	0.29947305	1
RPL17P50	2.35678681	-0.136655184	0.507717099	-0.269156158	0.787809516	1
PIGCP1	24.62658414	-0.552108143	0.177721889	-3.106584943	0.001892619	1
CLIC1	4139.326271	0.451736771	0.134723724	3.353060313	0.000799233	1
DDAH2	842.0319693	0.154857634	0.167041948	0.927058361	0.353896234	1
RPS16P2	3.059758415	-1.27508532	0.478019623	-2.667433006	0.007643313	1
SERBP1P1	5.492365656	0.043308642	0.275328854	0.15729787	0.875010098	1
RPS29	3229.334446	-0.043929929	0.101003829	-0.434933307	0.663610838	1
ZNF337-AS1	12.04822729	0.579426435	0.300586398	1.927653542	0.053898234	1
CENPBD1P1	161.0404673	0.013763758	0.104295665	0.131968646	0.895009092	1
KPNA4P1	2.902907733	-0.29224984	0.390405355	-0.748580509	0.454110083	1
RPS3AP20	1.132450953	-0.352194509	0.546864526	-0.644025151	0.519559125	1
ATP6V1G2	6.315261838	-0.780095989	0.377929091	-2.064133212	0.039005088	1
ZNF134	120.0112375	-0.219650399	0.179302295	-1.225028376	0.220564529	1
ACTBP2	19.88829788	0.043685503	0.289467926	0.150916559	0.880041538	1
GTF2H4	5.162061634	0.162098342	0.286808933	0.565178845	0.571952124	1
DDX47	9.946694938	-0.047996549	0.211979898	-0.226420285	0.820874552	1
OLA1P1	13.24312744	0.808102418	0.206296411	3.917190876	8.96E-05	1
0.564	1.317774663	-2.451226593	0.820732038	-2.986634466	0.002820668	1
ZNF888	161.8769555	0.114073243	0.227070005	0.502370372	0.615407016	1
ZNF845	123.2807403	-0.132679097	0.129637868	-1.023459412	0.306090681	1
ZNF321P	21.65969472	-0.247392753	0.213427343	-1.15914273	0.246398011	1
KLRK1	2.669542411	-0.612908052	0.371539579	-1.649644039	0.099015762	1
CEACAM18	4.065031804	4.129150438	1.227648459	3.36346322	0.000769711	1
CFL1P5	1.313093767	-0.32820963	0.491589965	-0.667649165	0.504357566	1
TMX2P1	36.04265497	0.087535996	0.125326549	0.698463305	0.484887499	1
0.566	33.2204233	0.562553789	0.153529598	3.664139014	0.000248172	1
EMP2	1032.890799	-0.005099669	0.114635113	-0.044486095	0.964516935	1
VDAC1P2	2.944632983	0.46840176	0.394217685	1.188180486	0.23476231	1
KCTD11	137.6331792	0.07127651	0.163244418	0.436624485	0.662383703	1
0.569	15.45241725	0.539252215	0.22944667	2.350228991	0.018761865	1
0.571	23.28484606	0.388418309	0.181324255	2.142119983	0.032183828	1
YBX1P10	16.67726688	0.305219044	0.210622133	1.449130911	0.147301027	1
RPL7AP64	1.394060501	0.045164301	0.501933276	0.089980686	0.928302563	1
RPL13AP7	2.077081095	-0.05644769	0.42782332	-0.131941591	0.895030491	1
UBD	2.402259795	2.91559314	0.895114719	3.257228463	0.001125058	1
LINC01521	7.747289931	0.668373935	0.283371728	2.358647205	0.018341684	1
PPM1N	10.78312159	0.654934664	0.309427403	2.116602013	0.034293639	1
CEACAM16	1.474395446	-0.592640557	0.497280714	-1.1917626	0.233354344	1
SLC23A3	12.76641674	-0.731502875	0.303771737	-2.40806759	0.016037212	1
LTB4R	59.45216973	0.510174196	0.276925906	1.842276887	0.065434659	1
LIPE-AS1	6.472122329	-0.10272837	0.259377729	-0.396057018	0.692062966	1
LTB4R2	15.02748156	0.301508713	0.260671862	1.156659986	0.247411304	1
DNASE1	213.5238237	0.313897478	0.184689344	1.699597121	0.089206732	1
CSNK1E	334.2176235	0.446642347	0.116603361	3.830441466	0.000127914	1
IRF9	48.49488697	-0.038695453	0.177741899	-0.217705859	0.827658299	1
GALT	160.6062766	-0.270906492	0.154963511	-1.748195364	0.080430204	1
CLDN9	6.958492797	0.87961487	0.501605742	1.753598089	0.079499399	1
0.577	4.918870062	0.213310023	0.310685476	0.686578677	0.492348269	1
ITGA1	801.5388031	0.547092951	0.25529707	2.142966043	0.032115825	1
0.58	8.722503957	0.214248732	0.249988532	0.857034242	0.391425961	1
NUDT19	166.9359131	0.402364398	0.160194871	2.511718349	0.012014493	1
ZNF726	7.592577817	-0.775362958	0.463642857	-1.672328057	0.09445965	1
0.583	11.60982962	0.677118039	0.32086671	2.110278248	0.034834396	1
TAX1BP3	62.17906769	-0.377875293	0.154467092	-2.446315836	0.014432451	1
AP1G2	384.6421478	-0.037895424	0.131600158	-0.287958802	0.773378275	1
0.585	11.11632485	-0.072148951	0.188195402	-0.383372551	0.701443552	1
ZNF90	15.04170112	0.422944416	0.367913759	1.149574882	0.250319009	1
NAXD	575.7610554	0.130813584	0.106794981	1.22490386	0.220611446	1
MEF2B	2.336274041	-0.257715727	0.435131048	-0.592271518	0.553668785	1
GANC	199.2610771	-0.246224093	0.136711484	-1.801049082	0.071695144	1
TTLL3	217.1883593	-0.174193993	0.159327729	-1.093306195	0.274259384	1
REPIN1	1948.159502	0.144372195	0.123658614	1.167506168	0.243006019	1
MRPL23	10.30286834	0.238170547	0.232955394	1.02238692	0.306597809	1
ARPC3P5	5.609429053	-0.183008265	0.267494861	-0.68415619	0.493876543	1
ZNF891	38.60442448	0.055756533	0.184793596	0.301723294	0.762863009	1
LINC02418	43.58182177	3.490613582	1.025733134	3.403042629	0.000666399	1
SMIM7	201.8159674	-0.049657337	0.083926164	-0.591678865	0.554065652	1
FBXO16	11.80014748	0.645841175	0.325382955	1.984864805	0.047159515	1
TSPAN4	169.6963939	-0.188855219	0.222587785	-0.848452753	0.396185874	1
CPSF1P1	3.475925752	0.178146151	0.517799711	0.344044516	0.730812809	1
GNAQP1	1.666184299	0.0354797	0.410597178	0.086409994	0.931140503	1
CPNE1	807.5652685	0.864728417	0.26306959	3.287070984	0.001012353	1
ARL16	158.7207627	0.110037233	0.092266892	1.192597157	0.23302718	1
PAXIP1-AS2	66.18292523	-0.292862141	0.159271998	-1.83875474	0.065951268	1
LDHAP4	19.15841373	0.614242989	0.277833992	2.210827349	0.027047795	1
LYRM4	151.2851122	0.61245912	0.15253999	4.015072496	5.94E-05	1
MYCBP	164.9936133	-0.044698267	0.124141149	-0.36006004	0.718802235	1
0.594	140.1917813	-0.316285554	0.141728135	-2.231635619	0.025639055	1
LINC02026	1.62011933	0.366473309	0.525719663	0.697088838	0.485747199	1
ALG3	305.7429016	0.62569083	0.162848768	3.842158805	0.000121957	1
AMZ2P1	53.97833466	-0.15483716	0.187780634	-0.824564053	0.409619137	1
PLEKHM1P1	240.9898793	-0.0888008	0.167966923	-0.528680277	0.597027261	1
PTMAP5	6.278881135	0.600625333	0.25120071	2.391017653	0.016801745	1
GCC2-AS1	2.350261447	0.448022462	0.396382203	1.130278954	0.2583587	1
XPOTP1	2.346257346	0.317496329	0.443997683	0.715085553	0.47455618	1
ZNF788P	13.36192241	0.200263336	0.30885452	0.648406686	0.516721947	1
UBE2V1P2	6.146169191	0.523551994	0.271978668	1.924974476	0.054232551	1
SH3D21	184.1754497	0.085397738	0.28542675	0.299193185	0.764792649	1
SMIM30	153.0984898	0.345230434	0.136849416	2.522703012	0.011645671	1
TTC41P	5.842177425	0.125061021	0.241515578	0.517817616	0.604585526	1
EEF1A1P12	4.960173903	-0.212818649	0.296229835	-0.718424089	0.472495838	1
C19orf38	11.78716216	-0.460807731	0.239751421	-1.922022938	0.054602872	1
HNRNPA1P10	5.123987309	0.461725179	0.273112099	1.690606825	0.09091192	1
C17orf67	14.58993892	-0.000853679	0.21341213	-0.004000143	0.996808356	1
FIS1	516.3926024	0.113747298	0.096377194	1.18023043	0.237908579	1
LGMNP1	3.893212067	-0.680242849	0.368446091	-1.846247974	0.064856208	1
ANG	118.4170764	-0.369336861	0.303696783	-1.216136887	0.223932781	1
SCART1	23.05164799	-0.263113667	0.239816773	-1.097144556	0.272578206	1
COLCA2	41.35739265	-0.361697684	0.35033958	-1.032420273	0.301875279	1
APTR	115.3649054	0.021076722	0.144166071	0.146197522	0.883765462	1
SPDYE3	31.14474765	0.088984867	0.177608178	0.501017846	0.616358563	1
MBLAC1	13.90063903	-0.030690057	0.209973036	-0.146161897	0.883793584	1
PDPR2P	15.77582351	-0.248601334	0.18179118	-1.367510424	0.171465372	1
VAC14-AS1	1.825398942	1.134723195	0.480604499	2.361033235	0.018224097	1
NEURL1B	837.9235627	-0.722442079	0.18325824	-3.942207878	8.07E-05	1
HAUS3	104.2949783	0.097585585	0.086983116	1.121891115	0.261908739	1
VSTM5	31.88884197	-0.140516988	0.415987109	-0.337791689	0.735520174	1
RPS3AP26	14.14799065	-0.053286047	0.184670008	-0.288547382	0.772927766	1
TUBAP2	2.112146816	0.361897757	0.402186182	0.899826432	0.368212626	1
KANSL1-AS1	7.091036363	-0.778200857	0.249107673	-3.123953783	0.001784385	1
LCNL1	4.455818439	0.214998132	0.484900807	0.443385799	0.657486706	1
BBIP1	89.12125841	-0.082795946	0.116657212	-0.709737052	0.477867211	1
LRRC37A4P	54.90072825	-0.017589909	0.177017484	-0.099368202	0.920845929	1
CYCSP6	4.736861667	2.189796293	0.790123474	2.771460871	0.005580538	1
GOLGA2P8	3.098358437	-0.15311925	0.417613868	-0.366652694	0.713878097	1
FAM185BP	3.356960463	-0.047552403	0.308643215	-0.154069168	0.877555198	1
RCN1P2	14.75013221	1.108240973	0.351036961	3.15704925	0.001593744	1
PLIN5	11.69061685	0.041610268	0.324120998	0.128378809	0.8978492	1
RPL7P1	37.36016428	0.404784223	0.189042661	2.141232145	0.032255322	1
SEC14L6	3.58919232	-1.113189329	0.532071937	-2.092178239	0.036422574	1
STARD10	1529.404819	-0.328826321	0.228606792	-1.438392615	0.150322687	1
0.609	9.351307682	-0.128047847	0.249866408	-0.512465234	0.608325446	1
MEG3	297.1908044	0.092999663	0.25435161	0.365634262	0.714638005	1
COPS8P2	3.682581126	0.491693998	0.292941366	1.678472404	0.093254913	1
NUTM2D	3.319989904	-0.602987062	0.324997841	-1.855357134	0.063545244	1
CPEB1	8.557349447	-1.039866394	0.557023401	-1.866827125	0.061925733	1
HMGN2P15	2.432168014	-0.032933881	0.428322505	-0.076890382	0.938710749	1
EML6	35.99611851	-0.081955699	0.334697313	-0.244865123	0.806560867	1
ZNF727	2.508121596	-0.91213928	0.531002418	-1.717768602	0.085838831	1
B3GALT9	23.27424977	0.391439015	0.221145234	1.770054043	0.076718138	1
ZSWIM8	557.4179096	-0.310174246	0.134391201	-2.307995191	0.020999404	1
ARHGEF33	2.83612487	-0.45116582	0.378738975	-1.19123156	0.233562693	1
0.618	1.218628963	0.102309826	0.541325399	0.188998754	0.850093793	1
CAPN14	1.508186345	1.012820854	0.540316957	1.874493924	0.060862379	1
ZBED1	858.6667908	-0.316631845	0.106937673	-2.960900822	0.003067407	1
0.619	6.088328518	-0.288538188	0.254419444	-1.134104311	0.256750796	1
HNRNPUL2	581.5511884	-0.137633194	0.065890134	-2.088828577	0.036723157	1
CSKMT	20.01024069	0.121889563	0.191867976	0.635278308	0.525246918	1
SEPTIN7P2	73.32152682	0.145390664	0.119559091	1.216056951	0.223963228	1
0.624	1.540609914	1.197315448	0.529710674	2.260319652	0.023801419	1
0.627	2.346266491	-1.044395095	0.489630987	-2.133024916	0.032922682	1
POLR2J4	9.906869834	-0.039698589	0.279671954	-0.14194698	0.887121885	1
RPS3AP21	1.79322431	0.047057729	0.447711926	0.105107159	0.916290778	1
MS4A4E	4.568829398	-0.518646213	0.428402363	-1.210652082	0.226028775	1
TUBA5P	39.0329298	0.73412475	0.293345397	2.502595092	0.01232865	1
0.629	1.861770274	-1.519581478	0.604875014	-2.512223919	0.011997294	1
FER1L6	187.7046978	-1.338696664	0.573705084	-2.333423043	0.019625953	1
MPRIPP1	1.730098462	-0.023232132	0.434857211	-0.053424736	0.957393497	1
DDX12P	20.16995192	0.427895418	0.244022865	1.753505426	0.079515289	1
MTCP1	6.354763477	-0.131686575	0.262265941	-0.502110852	0.615589547	1
RAD51AP2	1.357783631	1.211507299	0.709063136	1.708602855	0.087524539	1
0.632	2.125103149	-0.412080959	0.394992472	-1.043262818	0.296826586	1
SRSF9P1	2.261854722	-0.189512268	0.451216149	-0.420003291	0.674483049	1
0.633	7.110477908	0.156636399	0.32083286	0.488218068	0.625395388	1
SMTNL1	1.738295232	0.175073996	0.448986763	0.389931308	0.696587342	1
0.635	2.404056494	-2.661160582	0.664508875	-4.004702846	6.21E-05	1
USP8P1	4.494124806	-0.468173312	0.336596852	-1.390902229	0.164255077	1
LINC00243	1.195358315	-0.326237939	0.634921076	-0.513824397	0.607374769	1
LINC01588	42.0215076	-0.659672531	0.256973026	-2.567088625	0.01025564	1
HLA-F-AS1	11.25261081	-0.341256879	0.266081935	-1.282525545	0.19965835	1
ZSWIM7	104.5678996	-0.284753531	0.143441179	-1.985158887	0.047126797	1
ARHGEF28	139.325705	0.249932591	0.175004817	1.428146922	0.153249574	1
LRRC69	5.341937543	0.277656027	0.260947857	1.064028766	0.287315669	1
CRPPA	22.8968367	0.028212316	0.19406586	0.145374955	0.884414838	1
CHCHD3P3	5.955359777	0.253533118	0.242291459	1.046397257	0.295377659	1
PPIAP29	3.028862401	0.569543581	0.33064085	1.722544509	0.084970927	1
0.645	2.760945971	-0.679817141	0.459297709	-1.480123083	0.138840402	1
CHCHD2P2	18.55885589	0.362154233	0.172528081	2.099103122	0.035807811	1
ACSM4	1.784191035	-0.75425977	0.492338042	-1.531995714	0.125523492	1
RTL10	184.1294597	0.471141038	0.131096303	3.593854494	0.000325822	1
0.646	4.048985672	-0.070019137	0.28313859	-0.24729634	0.804678891	1
RPL24P7	1.727425689	0.210239277	0.420189424	0.500344048	0.616832844	1
COL28A1	81.82745747	-0.584529424	0.333952293	-1.750338107	0.080059989	1
PHB2	1319.678245	-0.052264908	0.109738346	-0.476268413	0.633883166	1
0.647	3.978147473	-0.090803025	0.295334278	-0.30745847	0.758494429	1
0.648	7.876413947	-0.955390821	0.435027234	-2.196163244	0.028080261	1
RPL13P12	45.46756485	0.52971473	0.561839549	0.942822076	0.345771918	1
CD27-AS1	161.8850819	0.164691561	0.18652404	0.882950854	0.377262825	1
GRID2IP	14.51999963	-0.077681305	0.217956929	-0.356406678	0.721536029	1
ALOX12-AS1	29.7874792	-0.524628425	0.177703591	-2.952266863	0.003154502	1
0.649	12.63806914	-0.293819994	0.219643812	-1.337711232	0.180990588	1
TTC3P1	31.11641733	0.112968796	0.264146112	0.427675405	0.668887459	1
UBXN2B	244.3967024	0.068819176	0.120040702	0.573298676	0.566442482	1
CBWD6	3.576177014	0.383297999	0.379294557	1.010554968	0.312229478	1
0.652	3.989929923	-0.279416391	0.453284664	-0.616425864	0.537613487	1
0.653	16.58650279	0.658885059	0.20251229	3.253555913	0.001139703	1
